,CustomerID,Age,Gender,Income,CreditScore,MaritalStatus,LoanAmount,LoanStatus
147,148,31,1,35797,745,0,3693,1
148,149,56,0,78799,616,1,31971,0
149,150,44,0,138301,713,0,2971,0
150,151,26,1,118342,394,0,15542,0
151,152,32,1,116494,524,2,9691,1
152,153,32,0,72236,365,0,14454,0
153,154,43,0,26265,696,1,21498,0
154,155,59,1,147119,509,1,4773,0
155,156,30,1,145611,773,0,21031,0
156,157,68,0,92134,789,1,41677,0
157,158,49,1,120719,479,2,3866,1
158,159,56,1,102678,823,2,33568,1
159,160,66,0,73494,758,0,3067,0
160,161,69,0,141754,367,0,23291,0
161,162,49,0,72268,628,2,29497,0
162,163,21,1,135452,501,2,32969,1
163,164,47,0,46998,774,0,43726,1
164,165,54,1,111426,817,1,43084,1
165,166,40,0,114414,314,0,32458,0
166,167,56,0,81339,341,0,17677,1
167,168,62,1,34306,842,0,31245,1
168,169,32,1,84006,588,0,36314,1
169,170,60,0,138717,832,0,9267,0
170,171,46,0,67345,543,0,40812,1
171,172,53,1,31885,473,0,4775,1
172,173,30,0,129681,833,1,12388,1
173,174,49,1,63826,808,0,11266,0
174,175,24,1,75597,543,2,26875,1
175,176,68,0,27443,359,0,31267,0
176,177,39,1,117375,403,1,48589,0
177,178,45,1,136005,602,2,4534,1
178,179,19,1,37084,376,0,3053,0
179,180,59,0,109447,317,0,40880,1
180,181,62,1,24383,833,2,19083,1
181,182,23,0,112313,483,0,10929,0
182,183,45,0,54361,849,1,43890,1
183,184,45,0,100294,580,0,40600,1
184,185,61,1,81331,587,1,42329,1
185,186,61,1,115057,824,0,33083,0
186,187,37,0,40529,773,2,4739,0
187,188,47,0,78574,566,1,21757,0
188,189,28,1,108627,656,0,34107,1
189,190,45,0,141685,300,0,3862,1
190,191,42,0,125330,326,2,17997,0
191,192,56,1,116917,847,2,18487,0
192,193,50,0,120916,459,1,29353,1
193,194,18,1,50932,698,1,9984,0
194,195,44,1,129633,842,1,24130,1
195,196,69,0,142087,426,0,9258,0
196,197,30,1,21908,509,0,13502,1
197,198,58,1,125258,449,1,38279,1
198,199,20,1,133489,330,0,41080,1
199,200,56,0,50358,601,2,13839,0
200,201,23,0,50412,556,0,29371,1
201,202,25,0,148319,356,1,34338,0
202,203,44,1,103710,308,0,42499,1
203,204,26,1,142856,304,2,6356,1
204,205,54,0,101032,413,1,17500,1
205,206,50,0,22928,504,1,11390,0
206,207,68,1,85158,323,1,30778,1
207,208,59,0,50632,792,1,40992,0
208,209,61,0,52309,705,0,20840,1
209,210,41,0,29280,402,2,30980,1
210,211,32,0,60449,359,0,36819,0
211,212,49,0,107171,385,0,15065,0
212,213,49,1,46957,671,1,11559,1
213,214,41,0,56895,501,2,9433,0
214,215,58,0,90499,388,0,9656,1
215,216,69,1,113057,736,2,44210,0
216,217,66,1,118151,419,2,32477,1
217,218,66,1,130065,455,2,47524,0
218,219,69,1,131858,698,2,41575,0
219,220,29,0,41695,487,0,41070,0
220,221,56,0,94893,351,2,30529,0
221,222,19,0,83123,830,0,19262,1
222,223,20,0,45176,779,2,38649,0
223,224,66,1,38409,529,2,43865,0
224,225,54,1,144464,780,0,37577,0
225,226,66,0,76967,429,1,9763,1
226,227,34,0,20987,354,0,22989,1
227,228,66,0,74462,570,2,25117,0
228,229,19,0,87501,399,0,48508,1
229,230,19,1,125620,368,2,37409,1
230,231,45,0,116854,598,0,29080,0
231,232,40,1,46015,828,0,29195,1
232,233,54,1,114727,653,0,1656,0
233,234,49,1,132350,451,1,16609,0
234,235,50,1,86404,629,0,20535,1
235,236,18,0,136751,415,0,5110,1
236,237,36,0,148807,841,1,44982,0
237,238,19,0,70281,622,1,8207,0
238,239,61,0,57146,528,2,49637,0
239,240,43,1,68231,659,2,34074,1
240,241,49,1,49032,304,0,42664,1
241,242,23,1,48305,327,2,21876,1
242,243,49,0,74306,663,0,9869,1
243,244,21,1,108176,761,1,32689,0
244,245,28,1,141139,530,1,44872,1
245,246,34,1,38318,694,0,13185,1
246,247,55,1,33246,570,2,42170,1
247,248,41,0,53844,603,2,21878,0
248,249,22,1,52602,682,2,2396,1
249,250,69,1,41584,327,0,4460,0
250,251,51,0,136327,818,2,38121,1
251,252,23,0,35169,498,1,46389,0
252,253,39,0,45968,381,1,30020,0
253,254,28,1,26385,387,1,44240,0
254,255,65,1,93758,689,1,8676,0
255,256,33,1,142684,750,1,38312,1
256,257,50,1,135391,732,1,4148,1
257,258,26,0,45444,673,1,13272,1
258,259,23,1,123784,734,1,1827,0
259,260,33,1,143112,486,1,3655,0
260,261,46,0,126081,689,0,44105,0
261,262,20,0,82497,517,0,46517,0
262,263,37,0,25362,407,1,9691,1
263,264,53,1,119254,849,1,44638,1
264,265,36,1,28250,648,1,10253,0
265,266,43,1,88354,821,2,8525,1
266,267,20,1,56368,325,0,14553,0
267,268,36,1,64109,347,1,37264,1
268,269,37,0,100589,669,0,5222,1
269,270,49,0,77645,313,1,26702,0
270,271,24,1,76997,486,2,11716,1
271,272,69,1,47426,823,1,23963,0
272,273,58,1,137632,578,0,22888,1
273,274,50,1,132637,640,0,5180,0
274,275,57,1,59023,627,0,2382,0
275,276,56,0,142268,324,0,15362,0
276,277,35,0,79267,828,1,5167,1
277,278,57,0,44892,725,2,39313,1
278,279,18,1,79232,328,2,31287,0
279,280,28,1,139952,622,1,16581,0
280,281,45,0,129211,612,1,27194,1
281,282,42,0,114897,569,0,49721,0
282,283,67,1,79225,594,1,29823,0
283,284,40,0,36007,522,2,10427,1
284,285,48,0,99777,374,1,11822,0
285,286,47,1,64858,401,1,37751,0
286,287,59,0,65073,831,2,25121,0
287,288,52,0,109438,472,2,7200,1
288,289,24,0,110042,303,1,15761,1
289,290,33,1,103098,778,0,23126,0
290,291,43,0,40239,694,0,24095,0
291,292,65,0,82969,466,0,27123,1
292,293,69,0,33065,599,2,14319,0
293,294,66,1,130951,417,2,16590,0
294,295,19,1,61291,811,0,47265,0
295,296,18,0,58805,474,1,3184,1
296,297,65,1,118831,458,1,23701,1
297,298,29,0,38443,683,1,8003,1
298,299,22,1,29290,526,2,42178,0
299,300,54,1,20211,337,2,41198,0
300,301,49,0,103634,762,0,38118,1
301,302,26,0,39072,730,1,26387,0
302,303,58,0,63290,403,2,47666,1
303,304,52,1,105186,492,2,40135,0
304,305,36,0,35115,549,0,30554,1
305,306,65,1,25149,312,1,28781,1
306,307,33,1,61992,687,2,43146,1
307,308,20,0,37716,370,2,35501,0
308,309,37,1,117724,737,2,13988,0
309,310,41,0,33621,343,2,17456,1
310,311,50,1,26820,571,1,39885,0
311,312,41,0,149728,313,0,6042,1
312,313,69,1,133065,670,1,30214,1
313,314,28,1,62800,411,0,9061,1
314,315,66,0,75043,678,2,12034,1
315,316,25,1,50399,613,1,22987,0
316,317,53,0,139374,714,0,1877,1
317,318,55,1,34002,784,0,33414,0
318,319,57,1,63098,468,2,28241,1
319,320,37,1,65511,545,0,21677,1
320,321,52,0,73243,565,0,10642,1
321,322,65,0,135131,542,0,36308,1
322,323,42,0,48750,599,2,33849,1
323,324,52,0,111610,626,1,10914,1
324,325,42,0,37310,829,2,41723,1
325,326,46,1,75398,641,0,32093,0
326,327,35,1,102542,548,0,49691,0
327,328,63,0,95207,679,1,48604,0
328,329,35,1,137725,831,0,43279,0
329,330,19,1,64345,680,1,1579,0
330,331,52,1,113430,341,0,13587,1
331,332,33,1,134921,644,0,1645,1
332,333,58,0,111729,560,2,49470,0
333,334,53,1,71843,605,2,7263,1
334,335,50,0,30222,539,1,16928,1
335,336,21,0,109322,612,2,27809,1
336,337,50,1,51509,740,1,44591,0
337,338,31,0,20386,432,2,32901,0
338,339,38,1,84334,350,1,28875,0
339,340,65,1,87170,691,0,9499,1
340,341,37,1,60878,822,1,1233,0
341,342,25,0,89669,807,2,18418,1
342,343,24,0,127680,653,1,13930,1
343,344,20,0,58349,694,2,16246,1
344,345,34,1,120271,395,0,39785,1
345,346,50,1,41952,405,2,38889,1
346,347,65,1,141972,812,0,48864,0
347,348,29,0,110352,541,0,35503,0
348,349,68,1,41529,787,2,5277,0
349,350,39,1,91303,814,0,1941,1
350,351,39,0,61521,360,2,1349,0
351,352,63,0,38383,715,1,28262,0
352,353,47,0,24901,593,0,2405,1
353,354,55,1,62889,601,1,8464,0
354,355,55,1,34633,469,1,14508,1
355,356,62,1,82244,340,2,33029,1
356,357,68,0,149177,530,2,45587,1
357,358,25,0,39163,708,0,2545,1
358,359,44,0,79019,596,2,29957,0
359,360,44,0,30707,754,1,8896,0
360,361,51,1,108112,356,1,18738,1
361,362,38,1,103597,539,1,45592,0
362,363,47,1,65101,475,0,41098,0
363,364,50,1,64706,362,2,5288,1
364,365,45,1,97084,437,1,26744,1
365,366,64,1,35115,753,0,22150,1
366,367,50,1,95379,748,2,23341,0
367,368,22,1,122481,525,2,46004,0
368,369,65,0,59979,742,1,40603,1
369,370,36,0,60641,505,0,36353,1
370,371,21,1,89377,326,1,22091,1
371,372,52,0,141786,756,1,1900,0
372,373,66,1,26416,406,0,47702,1
373,374,34,1,30633,743,1,20725,0
374,375,61,0,148785,335,0,29722,1
375,376,45,1,123189,454,0,25078,0
376,377,47,1,20594,468,1,17511,0
377,378,46,1,34393,571,1,19059,1
378,379,63,1,55380,846,2,19161,0
379,380,23,1,65056,719,2,6165,0
380,381,52,1,108279,483,0,25809,0
381,382,58,1,117507,536,0,11687,1
382,383,54,0,136184,808,0,17967,0
383,384,41,0,138243,740,2,35234,0
384,385,46,1,24861,421,1,9694,0
385,386,66,0,123070,716,1,40518,1
386,387,63,1,56126,834,2,34923,1
387,388,48,1,100382,674,1,31641,1
388,389,52,1,111713,625,1,41728,0
389,390,50,1,53682,779,1,44551,1
390,391,69,0,38228,449,2,19378,1
391,392,38,0,120299,789,0,6156,1
392,393,49,0,44009,452,1,31333,1
393,394,40,0,20094,316,1,43405,0
394,395,50,1,126988,647,0,31140,1
395,396,20,0,100636,758,1,11851,1
396,397,35,1,72221,501,1,6364,1
397,398,42,1,118453,722,0,12472,1
398,399,59,0,37430,579,2,4974,0
399,400,48,1,55571,721,2,19888,0
400,401,20,0,74486,764,1,19530,1
401,402,57,0,110510,654,1,25053,0
402,403,63,0,116665,677,0,41072,0
403,404,41,0,132770,423,0,2210,1
404,405,67,0,82294,379,1,23563,0
405,406,49,1,149171,532,1,42589,1
406,407,64,0,40860,779,2,11909,0
407,408,39,0,92812,453,2,40592,1
408,409,40,1,86087,708,2,39966,0
409,410,19,0,133784,330,2,27070,0
410,411,44,0,28486,802,0,2107,1
411,412,59,1,103063,670,2,45037,0
412,413,19,1,69607,622,2,38754,1
413,414,43,0,29745,631,1,37202,0
414,415,34,1,126664,542,2,41791,1
415,416,57,0,98533,729,1,12246,0
416,417,50,1,38330,481,1,20199,0
417,418,26,0,140803,772,2,40829,0
418,419,60,0,60078,675,2,19419,0
419,420,65,0,75332,380,1,40575,0
420,421,56,1,124121,849,0,40741,1
421,422,46,0,74532,719,1,1169,1
422,423,59,1,141062,766,0,29407,1
423,424,43,0,110365,727,0,27872,1
424,425,52,0,63336,356,2,13949,0
425,426,67,0,28070,621,2,48313,1
426,427,42,0,21320,841,2,14199,1
427,428,41,0,109043,794,2,15476,0
428,429,30,1,58921,565,1,42591,1
429,430,24,1,26589,526,0,42764,0
430,431,53,1,84409,353,1,31899,1
431,432,62,0,112995,303,0,22399,0
432,433,37,0,35589,738,1,48740,0
433,434,18,1,56375,609,0,24281,0
434,435,25,0,63085,388,2,47803,1
435,436,63,0,80840,619,0,4034,0
436,437,33,0,63200,674,2,14328,1
437,438,31,1,118704,800,0,45047,0
438,439,29,1,46732,533,1,20796,0
439,440,68,1,117047,636,0,5988,0
440,441,40,1,42426,484,1,8130,0
441,442,32,1,50982,737,1,48872,0
442,443,45,0,79720,479,2,37637,0
443,444,51,0,36746,375,0,1791,1
444,445,19,0,48514,571,1,13333,0
445,446,49,0,84889,354,0,44511,0
446,447,40,1,23851,376,2,37609,1
447,448,39,1,39796,595,2,4356,1
448,449,68,0,96034,518,0,41290,0
449,450,42,1,82798,576,1,5925,0
450,451,39,0,118388,565,1,11764,0
451,452,39,0,82985,342,1,13096,0
452,453,66,0,54592,660,0,40468,1
453,454,69,0,64845,527,1,3094,1
454,455,59,1,35930,526,1,46583,1
455,456,23,0,143187,362,1,7250,1
456,457,32,1,130853,470,2,16362,1
457,458,60,0,128417,606,1,42575,0
458,459,54,0,133436,333,0,47021,1
459,460,50,0,127126,429,0,22636,0
460,461,25,0,41159,693,1,13185,1
461,462,61,1,115072,450,0,40771,1
462,463,61,0,109788,683,0,17142,0
463,464,22,1,44003,316,1,36069,0
464,465,56,0,125722,313,2,44190,0
465,466,21,0,55139,380,1,6269,0
466,467,23,0,125372,506,0,10764,0
467,468,62,1,72452,503,0,44988,0
468,469,49,0,42205,678,1,28113,1
469,470,69,0,116059,843,0,17888,1
470,471,47,0,76955,322,2,15748,1
471,472,64,0,130163,461,1,31203,1
472,473,52,0,27464,443,0,21715,1
473,474,57,1,102646,403,2,43579,1
474,475,69,1,131852,681,0,3906,1
475,476,33,0,92657,754,2,28589,1
476,477,30,0,29840,716,0,12808,0
477,478,67,1,122616,623,1,22112,1
478,479,59,0,60768,470,0,25093,1
479,480,47,1,29461,573,1,2569,0
480,481,36,0,40927,751,2,45676,0
481,482,34,0,109934,424,2,1139,1
482,483,36,1,118622,682,0,5683,0
483,484,45,0,35329,616,1,40498,0
484,485,43,1,35791,406,1,27419,0
485,486,54,1,72627,762,2,12156,0
486,487,43,1,148885,729,2,6062,1
487,488,40,0,34372,636,0,28745,0
488,489,26,1,134239,795,2,35940,1
489,490,29,1,112890,661,2,23463,0
490,491,18,0,68469,731,1,37188,0
491,492,18,0,129554,819,1,7277,0
492,493,64,0,107073,705,1,28619,0
493,494,51,0,138822,676,2,35017,0
494,495,49,0,54370,451,0,49839,0
495,496,65,0,71408,621,0,31244,0
496,497,42,1,110941,513,2,3697,0
497,498,57,0,127351,364,0,36521,0
498,499,62,1,43703,569,2,15903,1
499,500,18,0,35234,836,0,46394,1
500,501,33,1,27532,399,2,23849,1
501,502,56,1,125670,404,1,37652,0
502,503,22,0,55416,430,0,8254,0
503,504,39,0,92439,688,1,33862,0
504,505,46,1,38242,620,1,5291,1
505,506,20,0,70254,737,0,15991,0
506,507,29,0,99324,318,2,46577,1
507,508,43,1,55249,524,1,14040,1
508,509,33,1,120124,759,1,39548,0
509,510,68,1,115049,693,2,49109,1
510,511,54,0,128575,525,2,9204,0
511,512,39,0,105078,659,0,36069,1
512,513,46,0,52294,729,0,21467,0
513,514,31,0,79784,314,2,39992,0
514,515,45,1,23684,845,1,1372,0
515,516,22,0,43795,713,2,38257,0
516,517,64,1,144135,654,0,15201,0
517,518,66,0,80301,756,1,6851,1
518,519,47,0,89187,830,1,7028,0
519,520,63,1,30431,495,0,30445,0
520,521,69,0,95667,414,1,20996,1
521,522,22,0,109627,716,2,28980,1
522,523,29,1,110381,651,0,44899,0
523,524,33,0,110027,374,1,25131,1
524,525,43,1,141569,335,0,23734,0
525,526,43,1,75372,541,1,35100,0
526,527,65,1,90366,362,2,15738,0
527,528,38,1,114176,808,0,12438,1
528,529,56,0,139667,487,1,49799,0
529,530,53,0,92870,392,2,48429,0
530,531,50,0,67387,304,2,1755,0
531,532,47,1,72927,737,2,4525,0
532,533,54,0,29304,465,1,30884,0
533,534,40,0,133183,745,1,2796,0
534,535,27,0,37032,324,2,14754,0
535,536,22,0,111291,807,2,13161,1
536,537,53,1,132889,397,2,3177,0
537,538,51,1,79486,567,2,29132,0
538,539,69,0,85552,692,2,3050,0
539,540,48,1,93844,584,1,26130,1
540,541,27,0,49654,408,0,49260,1
541,542,36,0,59244,326,0,39577,0
542,543,49,0,25942,354,0,25841,0
543,544,18,1,70697,432,1,26498,1
544,545,22,0,146031,351,0,44031,0
545,546,62,1,22693,792,0,26109,0
546,547,21,1,76751,597,0,39744,0
547,548,33,0,101098,698,0,48106,0
548,549,41,1,138777,317,2,13175,1
549,550,33,1,26259,545,1,2693,0
550,551,19,0,139746,802,0,29266,1
551,552,66,1,133883,388,2,46863,0
552,553,45,1,127772,502,0,28407,1
553,554,49,0,137928,539,0,15838,0
554,555,44,0,24942,789,0,36688,0
555,556,37,1,67419,312,0,22229,1
556,557,41,0,122092,614,0,5167,0
557,558,29,0,76105,497,2,23615,1
558,559,67,1,85907,542,0,42845,1
559,560,52,1,47383,806,2,32169,0
560,561,50,0,43404,342,0,39907,0
561,562,50,1,92656,629,1,32158,1
562,563,68,0,25702,728,2,35226,1
563,564,60,0,93883,461,0,21179,1
564,565,54,1,120965,734,2,12347,0
565,566,29,1,76332,532,0,37178,0
566,567,20,0,59419,410,0,34330,0
567,568,18,0,110576,531,2,49145,1
568,569,50,0,123182,572,0,7992,0
569,570,57,0,131395,340,0,13218,1
570,571,27,1,122619,765,0,41564,1
571,572,60,0,108078,376,0,31331,1
572,573,61,1,128269,789,0,39427,0
573,574,46,1,93844,416,0,23468,0
574,575,30,0,59242,733,2,20355,1
575,576,29,1,144983,318,1,3716,1
576,577,48,1,54142,495,0,33361,1
577,578,63,0,129699,750,2,28254,1
578,579,19,1,116226,724,1,43632,0
579,580,68,1,27393,693,2,39428,0
580,581,67,0,89939,583,1,41000,1
581,582,52,0,89082,333,1,45087,0
582,583,40,0,122281,594,1,22277,0
583,584,34,0,48893,550,2,18503,0
584,585,43,0,29388,638,1,11104,0
585,586,25,0,138099,739,0,36030,1
586,587,46,0,127292,479,0,22385,0
587,588,43,1,82969,527,1,33235,1
588,589,27,1,56660,322,1,11644,0
589,590,43,0,109244,626,0,22687,1
590,591,51,1,44726,453,2,49409,1
591,592,68,1,99544,445,2,44728,0
592,593,58,0,121553,551,0,41098,0
593,594,24,1,82996,601,2,49216,0
594,595,21,0,20111,369,2,34550,0
595,596,67,1,135370,842,1,33864,1
596,597,62,0,37545,392,2,9778,1
597,598,28,1,60168,462,0,30783,0
598,599,46,1,22379,380,2,32387,1
599,600,53,1,115773,362,1,14374,1
600,601,42,0,131484,735,0,46596,0
601,602,38,1,107346,347,0,22295,0
602,603,53,1,61120,744,0,19622,1
603,604,27,0,37809,373,1,26492,0
604,605,54,0,72813,841,0,20733,0
605,606,26,1,94005,456,1,44546,1
606,607,41,1,47967,786,1,13372,1
607,608,52,1,29748,565,2,47414,0
608,609,66,1,43424,555,0,36256,1
609,610,52,0,106512,338,2,8817,1
610,611,65,1,43914,354,2,20221,0
611,612,53,1,115603,327,1,41164,1
612,613,35,0,128411,417,2,19225,0
613,614,66,1,98478,669,2,9064,0
614,615,56,1,39491,508,2,38537,1
615,616,49,1,69454,615,0,14986,1
616,617,41,0,90069,692,2,42689,0
617,618,40,0,71925,743,1,1316,1
618,619,49,1,109119,558,0,33843,1
619,620,54,1,57049,497,1,22453,0
620,621,29,0,47821,744,0,45006,1
621,622,66,1,115797,604,0,33195,1
622,623,30,1,123072,638,0,1203,1
623,624,40,0,49945,828,1,41663,0
624,625,42,0,37384,353,2,7567,1
625,626,52,0,48410,411,0,47814,0
626,627,58,1,97734,718,1,46248,1
627,628,47,1,83766,604,0,8460,1
628,629,34,1,114890,737,2,28520,0
629,630,66,1,136406,384,0,5355,1
630,631,37,0,27169,823,1,32935,1
631,632,65,1,60129,551,0,3663,1
632,633,42,1,117445,425,1,42391,0
633,634,39,0,23830,704,2,28339,0
634,635,30,0,76306,603,2,30367,0
635,636,36,1,106940,327,0,20546,1
636,637,66,0,85267,565,2,9389,0
637,638,53,0,47757,351,1,22462,1
638,639,29,1,83867,810,0,1038,1
639,640,58,1,55650,506,1,48812,0
640,641,36,1,53766,810,0,11318,0
641,642,29,1,101478,500,1,9920,1
642,643,26,0,52419,583,0,39954,0
643,644,24,0,36668,656,1,46187,0
644,645,45,1,36246,346,1,19508,1
645,646,31,1,44996,436,0,15257,1
646,647,48,0,71312,429,1,24783,1
647,648,69,1,23065,494,2,37902,0
648,649,36,1,30467,663,1,33309,1
649,650,64,1,70646,731,0,23678,0
650,651,33,1,130380,368,2,37539,1
651,652,22,0,41007,757,2,16311,0
652,653,52,1,88079,839,1,6538,0
653,654,29,0,48702,634,1,49949,1
654,655,42,1,114369,825,1,4257,0
655,656,69,1,95569,315,2,40229,0
656,657,38,0,73952,755,2,47543,0
657,658,53,1,78065,809,2,47511,1
658,659,40,0,54169,508,0,12398,0
659,660,33,1,36829,457,0,31198,1
660,661,56,1,80135,636,1,17044,1
661,662,62,1,24522,540,0,22772,0
662,663,59,1,105687,357,0,15772,0
663,664,56,1,55319,604,1,8900,1
664,665,31,0,140334,644,1,11790,1
665,666,48,0,46543,313,2,30011,0
666,667,22,1,138576,658,2,45273,1
667,668,52,1,123120,676,1,46047,1
668,669,40,0,137419,542,1,1657,1
669,670,46,0,50473,444,0,44925,0
670,671,60,1,27699,714,0,19083,0
671,672,28,1,88165,693,0,21840,1
672,673,35,0,60455,657,1,25431,0
673,674,64,1,95692,457,1,28619,0
674,675,29,0,37441,317,2,33583,1
675,676,26,1,50716,646,0,15525,1
676,677,27,0,82175,357,2,46384,0
677,678,61,0,26834,454,1,30917,0
678,679,34,1,143637,786,0,6963,0
679,680,55,0,38179,830,2,47765,0
680,681,24,1,46219,786,1,23619,0
681,682,63,1,123153,450,2,5535,0
682,683,30,1,35782,658,0,15580,0
683,684,57,1,101363,667,2,49432,1
684,685,59,0,142903,346,2,45586,0
685,686,26,1,94967,506,1,2976,0
686,687,67,1,122454,749,0,37437,0
687,688,44,1,129593,782,2,48055,0
688,689,19,1,29496,442,1,1937,1
689,690,22,0,108867,699,0,22980,1
690,691,46,1,59238,396,1,18673,1
691,692,54,0,66025,346,0,38438,0
692,693,55,0,149209,490,1,8421,0
693,694,36,0,79886,439,1,49582,1
694,695,25,1,43563,530,1,30500,1
